,joe,bool,First,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
2426,,True,5,34.0,1440.0,267.0,1018.0,265.0,2.2206,63400.0,INLAND
2427,,True,5,21.0,2106.0,410.0,867.0,380.0,1.9913,95300.0,INLAND
2428,,True,5,33.0,1225.0,275.0,1065.0,248.0,1.8958,55100.0,INLAND
2429,,True,5,33.0,587.0,170.0,730.0,162.0,1.5625,55800.0,INLAND
2430,,True,5,27.0,1388.0,296.0,1056.0,284.0,1.6094,55200.0,INLAND
2431,,True,5,27.0,823.0,171.0,798.0,200.0,3.0521,113800.0,INLAND
2432,,True,5,43.0,1676.0,320.0,1056.0,276.0,2.5562,93200.0,INLAND
2433,,True,5,33.0,1589.0,294.0,1102.0,307.0,1.9676,62400.0,INLAND
2434,,True,5,13.0,1788.0,405.0,1652.0,411.0,2.6858,62400.0,INLAND
2435,,True,5,19.0,1733.0,303.0,911.0,281.0,3.5987,131700.0,INLAND
2436,,True,5,28.0,1452.0,300.0,919.0,308.0,2.8287,73100.0,INLAND
2437,,True,5,29.0,1312.0,280.0,788.0,271.0,2.6974,73000.0,INLAND
2438,,True,5,17.0,2287.0,390.0,1330.0,393.0,4.0197,88000.0,INLAND
2439,,True,5,10.0,2842.0,620.0,1443.0,576.0,2.2727,92700.0,INLAND
2440,,True,5,42.0,2311.0,439.0,1347.0,436.0,2.5556,69700.0,INLAND
2441,,True,5,33.0,1923.0,403.0,1205.0,389.0,1.8333,68300.0,INLAND
2442,,True,5,42.0,2242.0,521.0,1359.0,483.0,1.5833,65100.0,INLAND
2443,,True,5,22.0,1794.0,435.0,1127.0,359.0,1.2647,55300.0,INLAND
2444,,True,5,36.0,738.0,168.0,737.0,186.0,1.4415,54400.0,INLAND
2445,,True,5,34.0,576.0,117.0,363.0,97.0,2.0658,92500.0,INLAND
2446,,True,5,34.0,1911.0,497.0,1886.0,481.0,1.625,53000.0,INLAND
2447,,True,5,30.0,1722.0,372.0,1467.0,403.0,1.8878,51600.0,INLAND
2448,,True,5,34.0,2065.0,343.0,1041.0,313.0,3.2917,111500.0,INLAND
2449,,True,5,16.0,2703.0,415.0,1106.0,372.0,4.2045,120900.0,INLAND
2450,,True,5,46.0,1889.0,390.0,971.0,403.0,2.2132,76600.0,INLAND
2451,,True,5,37.0,1018.0,213.0,663.0,204.0,1.6635,67000.0,INLAND
2452,,True,5,9.0,3860.0,809.0,2157.0,770.0,2.5033,70100.0,INLAND
2453,,True,5,31.0,1986.0,417.0,1042.0,422.0,3.0294,70200.0,INLAND
2454,,True,5,19.0,2746.0,495.0,1670.0,518.0,3.2019,95700.0,INLAND
2455,,True,5,32.0,1513.0,272.0,1038.0,272.0,3.0469,82700.0,INLAND
2456,,True,5,32.0,1604.0,292.0,868.0,276.0,2.1908,110000.0,INLAND
2457,,True,5,30.0,1671.0,319.0,966.0,282.0,3.1333,100000.0,INLAND
2458,,True,5,35.0,990.0,192.0,674.0,178.0,3.3214,101600.0,INLAND
2459,,True,5,20.0,1741.0,331.0,1466.0,289.0,2.5921,94200.0,INLAND
2460,,True,5,26.0,1727.0,289.0,802.0,259.0,3.2083,75000.0,INLAND
2461,,True,5,29.0,1702.0,301.0,914.0,280.0,2.8125,79200.0,INLAND
2462,,True,5,29.0,1799.0,356.0,1278.0,387.0,1.7813,57900.0,INLAND
2463,,True,5,34.0,1370.0,287.0,818.0,269.0,2.4044,72500.0,INLAND
2464,,True,5,32.0,1393.0,276.0,999.0,245.0,2.0216,76800.0,INLAND
2465,,True,5,31.0,1241.0,254.0,767.0,226.0,2.7321,83600.0,INLAND
2466,,True,5,19.0,1310.0,241.0,702.0,217.0,2.4375,78200.0,INLAND
2467,,True,5,31.0,1732.0,332.0,979.0,294.0,2.5208,60000.0,INLAND
2468,,True,5,34.0,1422.0,237.0,716.0,222.0,2.975,90000.0,INLAND
2469,,True,5,17.0,1497.0,308.0,1425.0,247.0,2.0313,69400.0,INLAND
2470,,True,5,20.0,1935.0,363.0,1319.0,359.0,2.4814,74600.0,INLAND
2471,,True,5,24.0,2246.0,462.0,1291.0,394.0,2.4006,76400.0,INLAND
2472,,True,5,19.0,2439.0,462.0,1416.0,469.0,2.4474,75600.0,INLAND
2473,,True,5,34.0,1175.0,251.0,683.0,261.0,1.7176,58400.0,INLAND
2474,,True,5,23.0,1824.0,354.0,1146.0,362.0,2.8913,60900.0,INLAND
2475,,True,5,18.0,1128.0,237.0,772.0,220.0,2.1771,39200.0,INLAND
2476,,True,5,18.0,1524.0,414.0,2030.0,356.0,2.1153,112500.0,INLAND
2477,,True,5,17.0,598.0,160.0,715.0,146.0,2.3295,55000.0,INLAND
2478,,True,5,12.0,1462.0,356.0,1708.0,367.0,1.5086,64700.0,INLAND
2479,,True,5,12.0,1923.0,559.0,2809.0,535.0,1.4191,55100.0,INLAND
2480,,True,5,11.0,1337.0,412.0,1376.0,318.0,2.4398,87500.0,INLAND
2481,,True,5,29.0,579.0,116.0,218.0,99.0,2.1458,104200.0,INLAND
2482,,True,5,36.0,613.0,124.0,310.0,124.0,3.0658,65000.0,INLAND
2483,,True,5,18.0,1206.0,274.0,622.0,217.0,1.8264,62000.0,INLAND
2484,,True,5,17.0,2279.0,448.0,1200.0,420.0,2.7461,70000.0,INLAND
2485,,True,5,10.0,2522.0,533.0,1335.0,493.0,3.2639,86400.0,INLAND
2486,,True,5,34.0,2084.0,339.0,868.0,347.0,4.381,86300.0,INLAND
2487,,True,5,18.0,1519.0,296.0,846.0,272.0,2.7792,85300.0,INLAND
2488,,True,5,9.0,2671.0,647.0,1484.0,541.0,1.7075,60400.0,INLAND
2489,,True,5,29.0,1938.0,434.0,1306.0,415.0,3.0134,55500.0,INLAND
2490,,True,5,24.0,943.0,209.0,514.0,156.0,2.25,76600.0,INLAND
2491,,True,5,31.0,1177.0,221.0,744.0,223.0,2.4937,66000.0,INLAND
2492,,True,5,25.0,948.0,198.0,613.0,171.0,2.3026,90600.0,INLAND
2493,,True,5,29.0,1479.0,338.0,1408.0,322.0,2.293,57200.0,INLAND
2494,,True,5,25.0,875.0,214.0,931.0,214.0,1.5536,58300.0,INLAND
2495,,True,5,14.0,1508.0,347.0,1679.0,345.0,2.4786,56000.0,INLAND
2496,,True,5,24.0,1335.0,312.0,1180.0,267.0,1.947,68900.0,INLAND
2497,,True,5,18.0,819.0,198.0,996.0,198.0,2.5,112500.0,INLAND
2498,,True,5,20.0,1193.0,263.0,1274.0,241.0,1.9417,38800.0,INLAND
2499,,True,5,11.0,1947.0,488.0,2104.0,486.0,1.7184,55200.0,INLAND
2500,,True,5,25.0,1689.0,495.0,1745.0,457.0,1.9056,60000.0,INLAND
2501,,True,5,25.0,991.0,272.0,941.0,262.0,1.8125,58000.0,INLAND
2502,,True,5,12.0,932.0,244.0,1043.0,243.0,1.4038,54300.0,INLAND
2503,,True,5,20.0,1287.0,310.0,954.0,269.0,1.3386,63000.0,INLAND
2504,,True,5,34.0,673.0,173.0,539.0,182.0,2.3523,66000.0,INLAND
2505,,True,5,29.0,1563.0,293.0,883.0,288.0,2.8182,90500.0,INLAND
2506,,True,5,20.0,1519.0,376.0,1681.0,370.0,2.1759,58100.0,INLAND
2507,,True,5,21.0,1779.0,399.0,1446.0,371.0,2.4414,71900.0,INLAND
2508,,True,5,42.0,1766.0,344.0,1084.0,323.0,2.3295,74400.0,INLAND
2509,,True,5,18.0,902.0,195.0,771.0,174.0,2.2083,55000.0,INLAND
2510,,True,5,46.0,55.0,11.0,26.0,5.0,4.125,67500.0,INLAND
2511,,True,5,36.0,49.0,7.0,28.0,2.0,4.625,162500.0,INLAND
2512,,True,5,18.0,2603.0,576.0,1616.0,588.0,2.0192,63700.0,INLAND
2513,,True,5,30.0,4157.0,834.0,1885.0,774.0,1.6948,67500.0,INLAND
2514,,True,5,20.0,707.0,126.0,337.0,125.0,3.0469,85000.0,INLAND
2515,,True,5,39.0,4179.0,814.0,2111.0,809.0,2.3507,65600.0,INLAND
2516,,True,5,16.0,2127.0,412.0,1104.0,369.0,3.0469,72200.0,INLAND
2517,,True,5,32.0,1288.0,221.0,562.0,203.0,2.325,69600.0,INLAND
2518,,True,5,20.0,1401.0,280.0,668.0,250.0,2.2569,94300.0,INLAND
2519,,True,5,23.0,1658.0,307.0,836.0,297.0,3.35,85400.0,INLAND
2520,,True,5,16.0,2026.0,396.0,1031.0,382.0,1.9375,73100.0,INLAND
2521,,True,5,16.0,255.0,73.0,85.0,38.0,1.6607,14999.0,INLAND
2522,,True,5,21.0,1155.0,210.0,510.0,175.0,2.3851,67500.0,INLAND
2523,,True,5,33.0,419.0,77.0,190.0,67.0,3.6429,87500.0,INLAND
2524,,True,5,28.0,1471.0,259.0,673.0,246.0,3.25,81600.0,INLAND
2525,,True,5,25.0,1231.0,240.0,658.0,211.0,2.4861,71900.0,INLAND
2526,,True,5,34.0,2679.0,533.0,1287.0,505.0,2.165,58700.0,INLAND
2527,,True,5,22.0,3265.0,658.0,1647.0,594.0,2.3566,71000.0,INLAND
2528,,True,5,8.0,1268.0,336.0,1237.0,326.0,1.3708,125000.0,INLAND
2529,,True,5,17.0,1201.0,268.0,555.0,277.0,2.1,66900.0,INLAND
2530,,True,5,39.0,2551.0,482.0,1181.0,437.0,2.0625,63400.0,INLAND
2531,,True,5,37.0,2358.0,413.0,1060.0,424.0,2.8333,69700.0,INLAND
2532,,True,5,23.0,462.0,97.0,261.0,90.0,2.1705,53000.0,INLAND
2533,,True,5,23.0,2502.0,481.0,1443.0,455.0,2.5625,70000.0,INLAND
2534,,True,5,34.0,2051.0,342.0,958.0,322.0,2.8466,95300.0,INLAND
2535,,True,5,43.0,1320.0,215.0,512.0,197.0,2.4917,77100.0,INLAND
2536,,True,5,39.0,844.0,161.0,535.0,165.0,1.832,70500.0,INLAND
2537,,True,5,20.0,2332.0,518.0,1856.0,495.0,2.1746,58700.0,INLAND
2538,,True,5,52.0,661.0,316.0,392.0,244.0,0.957,60000.0,NEAR OCEAN
2539,,True,5,52.0,2416.0,618.0,1150.0,571.0,1.7308,80500.0,NEAR OCEAN
2540,,True,5,52.0,1264.0,277.0,591.0,284.0,1.7778,76900.0,NEAR OCEAN
2541,,True,5,52.0,1606.0,419.0,891.0,367.0,1.585,75500.0,NEAR OCEAN
2542,,True,5,52.0,1557.0,344.0,758.0,319.0,1.8529,62500.0,NEAR OCEAN
2543,,True,5,52.0,2148.0,421.0,975.0,430.0,2.2566,92700.0,NEAR OCEAN
2544,,True,5,50.0,2285.0,403.0,837.0,353.0,2.5417,85400.0,NEAR OCEAN
2545,,True,5,39.0,1606.0,330.0,731.0,327.0,1.6369,68300.0,NEAR OCEAN
2546,,True,5,37.0,1371.0,319.0,640.0,260.0,1.8242,70000.0,NEAR OCEAN
2547,,True,5,39.0,1836.0,352.0,883.0,337.0,1.745,70500.0,NEAR OCEAN
2548,,True,5,40.0,1398.0,311.0,788.0,279.0,1.4668,64600.0,NEAR OCEAN
2549,,True,5,43.0,2285.0,479.0,1169.0,482.0,1.9688,70500.0,NEAR OCEAN
2550,,True,5,43.0,2241.0,446.0,932.0,395.0,2.9038,82000.0,NEAR OCEAN
2551,,True,5,35.0,2141.0,438.0,1053.0,434.0,2.8529,85600.0,NEAR OCEAN
2552,,True,5,30.0,1895.0,366.0,990.0,359.0,2.2227,81300.0,NEAR OCEAN
2553,,True,5,37.0,1453.0,293.0,867.0,310.0,2.5536,70200.0,NEAR OCEAN
2554,,True,5,33.0,1076.0,222.0,656.0,236.0,2.5096,72200.0,NEAR OCEAN
2555,,True,5,34.0,1592.0,364.0,950.0,317.0,2.1607,67000.0,NEAR OCEAN
2556,,True,5,13.0,2171.0,339.0,951.0,353.0,4.8516,116100.0,NEAR OCEAN
2557,,True,5,26.0,1776.0,361.0,992.0,380.0,2.8056,82800.0,NEAR OCEAN
2558,,True,5,30.0,2975.0,634.0,1367.0,583.0,2.442,69000.0,NEAR OCEAN
2559,,True,5,50.0,340.0,74.0,235.0,83.0,1.75,67500.0,NEAR OCEAN
2560,,True,5,32.0,1373.0,312.0,872.0,306.0,2.5,72600.0,NEAR OCEAN
2561,,True,5,47.0,1486.0,335.0,765.0,329.0,1.755,74100.0,NEAR OCEAN
2562,,True,5,52.0,2167.0,480.0,908.0,451.0,1.6111,74700.0,NEAR OCEAN
2563,,True,5,52.0,1703.0,500.0,952.0,435.0,1.1386,74100.0,NEAR OCEAN
2564,,True,5,38.0,1552.0,290.0,873.0,291.0,2.4896,81000.0,NEAR OCEAN
2565,,True,5,41.0,2127.0,358.0,911.0,349.0,3.1711,104200.0,NEAR OCEAN
2566,,True,5,46.0,1975.0,346.0,791.0,349.0,3.8,81800.0,NEAR OCEAN
2567,,True,5,46.0,3042.0,597.0,1206.0,541.0,2.1135,90600.0,NEAR OCEAN
2568,,True,5,37.0,2692.0,488.0,1263.0,486.0,3.0216,86400.0,NEAR OCEAN
2569,,True,5,35.0,2426.0,423.0,982.0,432.0,3.4219,92800.0,NEAR OCEAN
2570,,True,5,27.0,3046.0,605.0,1407.0,571.0,2.9143,99600.0,NEAR OCEAN
2571,,True,5,24.0,2858.0,511.0,1388.0,512.0,3.375,100600.0,NEAR OCEAN
2572,,True,5,36.0,2112.0,374.0,829.0,368.0,3.3984,90000.0,NEAR OCEAN
2573,,True,5,23.0,959.0,212.0,425.0,175.0,2.5536,96100.0,NEAR OCEAN
2574,,True,5,34.0,2142.0,420.0,1056.0,382.0,2.1101,86900.0,NEAR OCEAN
2575,,True,5,31.0,2152.0,462.0,1259.0,420.0,2.2478,81100.0,NEAR OCEAN
2576,,True,5,29.0,2474.0,453.0,1130.0,427.0,2.8833,83000.0,NEAR OCEAN
2577,,True,5,32.0,2017.0,359.0,855.0,346.0,3.5833,92800.0,NEAR OCEAN
2578,,True,5,34.0,4183.0,,1891.0,669.0,3.2216,98100.0,NEAR OCEAN
2579,,True,5,31.0,2414.0,428.0,1005.0,401.0,3.5156,143000.0,NEAR OCEAN
2580,,True,5,22.0,2588.0,435.0,1198.0,442.0,3.9792,133900.0,<1H OCEAN
2581,,True,5,18.0,1287.0,484.0,805.0,502.0,1.1157,150000.0,NEAR OCEAN
2582,,True,5,25.0,1322.0,387.0,794.0,379.0,1.1742,75000.0,NEAR OCEAN
2583,,True,5,44.0,692.0,206.0,398.0,211.0,1.1576,87500.0,NEAR OCEAN
2584,,True,5,47.0,1765.0,326.0,796.0,333.0,2.2138,99200.0,NEAR OCEAN
2585,,True,5,29.0,1710.0,469.0,990.0,425.0,1.1479,101100.0,NEAR OCEAN
2586,,True,5,50.0,921.0,187.0,420.0,187.0,2.2188,105800.0,NEAR OCEAN
2587,,True,5,31.0,334.0,134.0,780.0,130.0,0.7684,153100.0,NEAR OCEAN
2588,,True,5,33.0,2235.0,506.0,1165.0,441.0,1.725,57500.0,NEAR OCEAN
2589,,True,5,35.0,2987.0,578.0,1581.0,585.0,2.0657,81100.0,NEAR OCEAN
2590,,True,5,31.0,1982.0,495.0,1052.0,467.0,1.5326,74100.0,NEAR OCEAN
2591,,True,5,26.0,2683.0,555.0,1353.0,526.0,2.4321,82100.0,NEAR OCEAN
2592,,True,5,18.0,4032.0,798.0,1948.0,775.0,2.7321,92600.0,NEAR OCEAN
2593,,True,5,52.0,1112.0,209.0,544.0,172.0,3.3462,50800.0,NEAR OCEAN
2594,,True,5,12.0,2087.0,424.0,1603.0,438.0,2.5667,139500.0,NEAR OCEAN
2595,,True,5,25.0,2395.0,431.0,983.0,375.0,3.0469,136000.0,<1H OCEAN
2596,,True,5,13.0,2522.0,719.0,1381.0,628.0,1.6667,78800.0,NEAR OCEAN
2597,,True,5,24.0,2386.0,565.0,1058.0,414.0,2.0644,79800.0,<1H OCEAN
2598,,True,5,31.0,938.0,238.0,425.0,157.0,1.0486,36700.0,<1H OCEAN
2599,,True,5,19.0,1970.0,431.0,1166.0,363.0,1.8208,50000.0,<1H OCEAN
2600,,True,5,19.0,1797.0,384.0,1033.0,327.0,1.4911,59200.0,<1H OCEAN
2601,,True,5,22.0,1580.0,372.0,686.0,264.0,1.8065,62700.0,<1H OCEAN
2602,,True,5,17.0,1564.0,345.0,517.0,222.0,2.1542,83800.0,INLAND
2603,,True,5,29.0,1029.0,239.0,509.0,196.0,2.0156,62800.0,NEAR OCEAN
2604,,True,5,22.0,3263.0,799.0,1384.0,578.0,2.4708,119400.0,NEAR OCEAN
2605,,True,5,32.0,1020.0,215.0,421.0,198.0,3.0208,143400.0,NEAR OCEAN
2606,,True,5,26.0,1633.0,380.0,890.0,370.0,1.9741,97900.0,NEAR OCEAN
2607,,True,5,21.0,1513.0,319.0,943.0,301.0,3.538,102700.0,<1H OCEAN
2608,,True,5,29.0,1429.0,,672.0,266.0,2.9485,98800.0,<1H OCEAN
2609,,True,5,28.0,1470.0,336.0,811.0,314.0,2.4559,75600.0,<1H OCEAN
2610,,True,5,41.0,1719.0,372.0,844.0,336.0,2.6923,84200.0,<1H OCEAN
2611,,True,5,28.0,1272.0,259.0,519.0,220.0,3.2891,106300.0,<1H OCEAN
2612,,True,5,23.0,1672.0,385.0,1060.0,390.0,2.1726,75500.0,NEAR OCEAN
2613,,True,5,18.0,3297.0,662.0,1554.0,578.0,2.6847,111300.0,NEAR OCEAN
2614,,True,5,20.0,1075.0,214.0,529.0,196.0,3.1406,96000.0,NEAR OCEAN
2615,,True,5,19.0,1734.0,365.0,866.0,342.0,2.96,81700.0,NEAR OCEAN
2616,,True,5,18.0,2250.0,484.0,1248.0,472.0,2.5893,99600.0,NEAR OCEAN
2617,,True,5,25.0,2392.0,474.0,1298.0,461.0,3.5076,73600.0,NEAR OCEAN
2618,,True,5,17.0,1661.0,329.0,948.0,357.0,2.7639,90200.0,NEAR OCEAN
2619,,True,5,18.0,1550.0,345.0,941.0,335.0,2.3147,70100.0,NEAR OCEAN
2620,,True,5,12.0,2497.0,491.0,1153.0,462.0,2.8182,126900.0,NEAR OCEAN
2621,,True,5,14.0,1452.0,217.0,516.0,181.0,5.0329,165600.0,NEAR OCEAN
2622,,True,5,17.0,1485.0,345.0,823.0,316.0,1.8993,78400.0,NEAR OCEAN
2623,,True,5,23.0,2103.0,411.0,1019.0,387.0,2.9911,119700.0,NEAR OCEAN
2624,,True,5,28.0,3513.0,634.0,1658.0,598.0,3.8095,119900.0,<1H OCEAN
2625,,True,5,33.0,644.0,129.0,334.0,121.0,3.9659,111800.0,NEAR OCEAN
2626,,True,5,17.0,2026.0,338.0,873.0,313.0,4.0357,128900.0,NEAR OCEAN
2627,,True,5,18.0,2581.0,499.0,1375.0,503.0,2.8446,100500.0,NEAR OCEAN
2628,,True,5,23.0,580.0,117.0,320.0,109.0,4.2054,130600.0,NEAR OCEAN
2629,,True,5,21.0,5694.0,1056.0,2907.0,972.0,3.5363,90100.0,NEAR OCEAN
2630,,True,5,32.0,1218.0,331.0,620.0,268.0,1.6528,58100.0,NEAR OCEAN
2631,,True,5,36.0,2349.0,528.0,1194.0,465.0,2.5179,79000.0,NEAR OCEAN
2632,,True,5,35.0,952.0,178.0,480.0,179.0,3.0536,107000.0,NEAR OCEAN
2633,,True,5,32.0,1595.0,309.0,706.0,277.0,2.8958,86400.0,NEAR OCEAN
2634,,True,5,43.0,2131.0,399.0,910.0,389.0,2.5804,92100.0,NEAR OCEAN
2635,,True,5,39.0,1322.0,283.0,642.0,292.0,2.4519,85100.0,NEAR OCEAN
2636,,True,5,39.0,1186.0,238.0,539.0,212.0,2.0938,79600.0,NEAR OCEAN
2637,,True,5,27.0,1148.0,206.0,521.0,219.0,4.025,128100.0,NEAR OCEAN
2638,,True,5,22.0,1665.0,405.0,826.0,382.0,1.5625,66800.0,NEAR OCEAN
2639,,True,5,17.0,2985.0,610.0,1544.0,584.0,2.178,76800.0,NEAR OCEAN
2640,,True,5,32.0,1878.0,340.0,937.0,353.0,3.4408,95200.0,<1H OCEAN
2641,,True,5,24.0,2978.0,553.0,1370.0,480.0,2.7644,97300.0,<1H OCEAN
2642,,True,5,31.0,1854.0,365.0,883.0,310.0,2.3167,92600.0,<1H OCEAN
2643,,True,5,25.0,2015.0,524.0,746.0,251.0,1.7153,77100.0,INLAND
2644,,True,5,25.0,1899.0,357.0,891.0,355.0,2.6987,92500.0,<1H OCEAN
2645,,True,5,29.0,2864.0,600.0,1314.0,562.0,2.1354,75100.0,<1H OCEAN
2646,,True,5,33.0,1348.0,234.0,573.0,236.0,2.4896,74100.0,<1H OCEAN
2647,,True,5,38.0,544.0,,240.0,91.0,3.25,94800.0,<1H OCEAN
2648,,True,5,30.0,1927.0,393.0,996.0,374.0,2.2357,72300.0,<1H OCEAN
2649,,True,5,42.0,2380.0,553.0,1300.0,504.0,1.7574,57500.0,<1H OCEAN
2650,,True,5,38.0,2220.0,426.0,1041.0,401.0,2.3947,70500.0,<1H OCEAN
2651,,True,5,52.0,1196.0,236.0,965.0,265.0,3.5345,55000.0,<1H OCEAN
2652,,True,5,34.0,1006.0,213.0,443.0,158.0,2.6094,71300.0,<1H OCEAN
2653,,True,5,52.0,2217.0,394.0,907.0,369.0,2.3571,111400.0,NEAR OCEAN
2654,,True,5,52.0,2694.0,453.0,1152.0,435.0,3.0806,106700.0,NEAR OCEAN
2655,,True,5,52.0,1820.0,300.0,806.0,270.0,3.0147,94600.0,NEAR OCEAN
2656,,True,5,32.0,1430.0,419.0,434.0,187.0,1.9417,76100.0,NEAR OCEAN
2657,,True,5,17.0,1319.0,267.0,393.0,163.0,2.625,135600.0,NEAR OCEAN
2658,,True,5,16.0,2088.0,535.0,816.0,326.0,1.319,70700.0,<1H OCEAN
2659,,True,5,28.0,2809.0,605.0,1093.0,438.0,2.0962,74000.0,<1H OCEAN
2660,,True,5,31.0,1852.0,452.0,917.0,359.0,1.725,54300.0,<1H OCEAN
2661,,True,5,19.0,2283.0,634.0,1184.0,453.0,1.2227,76800.0,<1H OCEAN
2662,,True,5,33.0,2985.0,591.0,1221.0,486.0,2.087,82400.0,<1H OCEAN
2663,,True,5,35.0,2052.0,477.0,900.0,402.0,1.9625,101500.0,<1H OCEAN
2664,,True,5,17.0,2019.0,496.0,899.0,347.0,2.1864,101900.0,<1H OCEAN
2665,,True,5,38.0,1327.0,262.0,784.0,231.0,1.8793,60800.0,INLAND
2666,,True,5,18.0,1109.0,283.0,1006.0,253.0,2.163,53400.0,INLAND
2667,,True,5,21.0,1024.0,218.0,890.0,232.0,2.101,46700.0,INLAND
2668,,True,5,33.0,1234.0,373.0,777.0,298.0,1.0,40000.0,INLAND
2669,,True,5,32.0,1995.0,523.0,1069.0,410.0,1.6552,43300.0,INLAND
2670,,True,5,37.0,709.0,187.0,390.0,142.0,2.4511,72500.0,INLAND
2671,,True,5,27.0,452.0,103.0,258.0,61.0,2.9,87500.0,INLAND
2672,,True,5,17.0,1009.0,231.0,745.0,217.0,2.0463,61200.0,INLAND
2673,,True,5,20.0,1121.0,244.0,766.0,230.0,2.2969,62000.0,INLAND
2674,,True,5,31.0,314.0,61.0,152.0,56.0,3.3472,91700.0,INLAND
2675,,True,5,29.0,1141.0,220.0,684.0,194.0,3.4038,107800.0,INLAND
2676,,True,5,17.0,841.0,146.0,473.0,154.0,3.1979,113500.0,INLAND
2677,,True,5,32.0,1615.0,382.0,1307.0,345.0,1.4583,58600.0,INLAND
2678,,True,5,21.0,1302.0,327.0,1244.0,316.0,2.2054,66400.0,INLAND
2679,,True,5,25.0,2578.0,634.0,2082.0,565.0,1.7159,62200.0,INLAND
2680,,True,5,20.0,1402.0,287.0,1104.0,317.0,1.9088,63700.0,INLAND
2681,,True,5,23.0,1459.0,373.0,1148.0,388.0,1.5372,69400.0,INLAND
2682,,True,5,27.0,1513.0,395.0,1121.0,381.0,1.9464,60600.0,INLAND
2683,,True,5,17.0,1697.0,268.0,911.0,254.0,4.3523,96000.0,INLAND
2684,,True,5,24.0,2565.0,530.0,1447.0,473.0,3.2593,80800.0,INLAND
2685,,True,5,41.0,2429.0,454.0,1188.0,430.0,3.0091,70800.0,INLAND
2686,,True,5,35.0,1583.0,340.0,933.0,318.0,2.4063,70700.0,INLAND
2687,,True,5,33.0,2266.0,365.0,952.0,360.0,5.4349,143000.0,INLAND
2688,,True,5,21.0,2164.0,480.0,1164.0,421.0,3.8177,107200.0,INLAND
2689,,True,5,34.0,2231.0,545.0,1568.0,510.0,1.5217,60300.0,INLAND
2690,,True,5,24.0,1617.0,366.0,1416.0,401.0,1.975,66400.0,INLAND
2691,,True,5,10.0,1879.0,387.0,1376.0,337.0,1.9911,67500.0,INLAND
2692,,True,5,34.0,591.0,139.0,327.0,89.0,3.6528,100000.0,INLAND
2693,,True,5,16.0,1136.0,196.0,481.0,185.0,6.2558,146300.0,INLAND
2694,,True,5,19.0,1087.0,171.0,649.0,173.0,3.3182,113800.0,INLAND
2695,,True,5,23.0,1458.0,294.0,866.0,275.0,2.3594,74300.0,INLAND
2696,,True,5,14.0,1276.0,270.0,867.0,261.0,1.9375,80900.0,INLAND
2697,,True,5,30.0,1602.0,322.0,1130.0,335.0,3.5735,71100.0,INLAND
2698,,True,5,38.0,1892.0,394.0,1175.0,374.0,1.9939,65800.0,INLAND
2699,,True,5,35.0,1263.0,262.0,950.0,241.0,1.8958,67500.0,INLAND
2700,,True,5,32.0,741.0,191.0,623.0,169.0,1.7604,68600.0,INLAND
2701,,True,5,33.0,1365.0,269.0,825.0,250.0,3.2396,62300.0,INLAND
2702,,True,5,17.0,1039.0,256.0,728.0,246.0,1.7411,63500.0,INLAND
2703,,True,5,29.0,1207.0,301.0,804.0,288.0,1.9531,61100.0,INLAND
2704,,True,5,31.0,1494.0,289.0,959.0,284.0,3.5282,67500.0,INLAND
2705,,True,5,20.0,1608.0,274.0,862.0,248.0,4.875,90800.0,INLAND
2706,,True,5,3.0,1629.0,317.0,1005.0,312.0,4.1293,83200.0,INLAND
2707,,True,5,19.0,541.0,104.0,457.0,106.0,3.3583,102800.0,INLAND
2708,,True,5,23.0,1228.0,235.0,569.0,235.0,3.1667,125000.0,INLAND
2709,,True,5,18.0,1564.0,340.0,1161.0,343.0,2.1792,55200.0,INLAND
2710,,True,5,44.0,472.0,81.0,206.0,57.0,2.2083,93800.0,INLAND
2711,,True,5,16.0,348.0,99.0,123.0,54.0,2.0938,87500.0,INLAND
2712,,True,5,19.0,377.0,69.0,198.0,55.0,1.625,112500.0,INLAND
2713,,True,5,5.0,805.0,143.0,458.0,143.0,4.475,96300.0,INLAND
2714,,True,5,34.0,1540.0,316.0,1013.0,274.0,2.5664,67500.0,INLAND
2715,,True,5,10.0,1088.0,203.0,533.0,201.0,3.6597,87500.0,INLAND
2716,,True,5,17.0,1492.0,426.0,1595.0,428.0,1.7188,69900.0,INLAND
2717,,True,5,16.0,1307.0,359.0,961.0,327.0,1.1853,72600.0,INLAND
2718,,True,5,16.0,2276.0,594.0,1184.0,513.0,1.875,93800.0,INLAND
2719,,True,5,21.0,1260.0,246.0,805.0,239.0,2.6172,88500.0,INLAND
2720,,True,5,18.0,1715.0,337.0,1166.0,333.0,2.2417,79200.0,INLAND
2721,,True,5,14.0,1527.0,325.0,1453.0,332.0,1.735,61200.0,INLAND
2722,,True,5,17.0,1190.0,275.0,1113.0,258.0,2.3571,63100.0,INLAND
2723,,True,5,13.0,330.0,72.0,822.0,64.0,3.4107,142500.0,INLAND
2724,,True,5,23.0,666.0,142.0,580.0,160.0,2.1136,61000.0,INLAND
2725,,True,5,22.0,565.0,162.0,692.0,141.0,1.2083,53600.0,INLAND
2726,,True,5,30.0,752.0,194.0,733.0,186.0,1.6607,56100.0,INLAND
2727,,True,5,23.0,1712.0,403.0,1370.0,377.0,1.275,60400.0,INLAND
